Time,FPR
2019-05-05 20:20:20,0.07692307692307693
2019-05-05 20:20:30,0.13043478260869565
2019-05-05 20:20:40,0.19047619047619047
2019-05-05 20:20:50,0.225
2019-05-05 20:21:00,0.2553191489361702
